id,family,model,dataset,depth,metric,comparison,brief,baseline,delta,n,brief_wins,note
251,F3_vs_competitor,claude,dcbench,3,compliance,brief_vs_none,0.3095,0.0238,0.2857,14,1,
252,F3_vs_competitor,claude,dcbench,ALL,compliance,brief_vs_none,0.3571,0.1627,0.1944,42,1,
253,F3_vs_competitor,claude,swebench,1,compliance,brief_vs_bm25,0.4762,0.3333,0.1429,21,1,
254,F3_vs_competitor,claude,swebench,2,compliance,brief_vs_bm25,0.2381,0.2857,-0.0476,21,0,
255,F3_vs_competitor,claude,swebench,3,compliance,brief_vs_bm25,0.25,0.3333,-0.0833,12,0,
256,F3_vs_competitor,claude,swebench,ALL,compliance,brief_vs_bm25,0.3333,0.3148,0.0185,54,1,
257,F3_vs_competitor,claude,swebench,1,compliance,brief_vs_tfidf,0.4762,0.381,0.0952,21,1,
258,F3_vs_competitor,claude,swebench,2,compliance,brief_vs_tfidf,0.2381,0.2857,-0.0476,21,0,
259,F3_vs_competitor,claude,swebench,3,compliance,brief_vs_tfidf,0.25,0.5,-0.25,12,0,
260,F3_vs_competitor,claude,swebench,ALL,compliance,brief_vs_tfidf,0.3333,0.3704,-0.037,54,0,
261,F3_vs_competitor,claude,swebench,1,compliance,brief_vs_dense,0.4762,0.381,0.0952,21,1,
262,F3_vs_competitor,claude,swebench,2,compliance,brief_vs_dense,0.2381,0.3333,-0.0952,21,0,
263,F3_vs_competitor,claude,swebench,3,compliance,brief_vs_dense,0.25,0.3333,-0.0833,12,0,
264,F3_vs_competitor,claude,swebench,ALL,compliance,brief_vs_dense,0.3333,0.3519,-0.0185,54,0,
265,F3_vs_competitor,claude,swebench,1,compliance,brief_vs_hybrid_rrf,0.4762,0.4286,0.0476,21,1,
266,F3_vs_competitor,claude,swebench,2,compliance,brief_vs_hybrid_rrf,0.2381,0.2381,0.0,21,0,
267,F3_vs_competitor,claude,swebench,3,compliance,brief_vs_hybrid_rrf,0.25,0.25,0.0,12,0,
268,F3_vs_competitor,claude,swebench,ALL,compliance,brief_vs_hybrid_rrf,0.3333,0.3148,0.0185,54,1,
269,F3_vs_competitor,claude,swebench,1,compliance,brief_vs_rerank_ce,0.4762,0.2857,0.1905,21,1,
270,F3_vs_competitor,claude,swebench,2,compliance,brief_vs_rerank_ce,0.2381,0.2381,0.0,21,0,
271,F3_vs_competitor,claude,swebench,3,compliance,brief_vs_rerank_ce,0.25,0.5,-0.25,12,0,
272,F3_vs_competitor,claude,swebench,ALL,compliance,brief_vs_rerank_ce,0.3333,0.3148,0.0185,54,1,
273,F3_vs_competitor,claude,swebench,1,compliance,brief_vs_raptor,0.4762,0.4286,0.0476,21,1,
274,F3_vs_competitor,claude,swebench,2,compliance,brief_vs_raptor,0.2381,0.2381,0.0,21,0,
275,F3_vs_competitor,claude,swebench,3,compliance,brief_vs_raptor,0.25,0.1667,0.0833,12,1,
276,F3_vs_competitor,claude,swebench,ALL,compliance,brief_vs_raptor,0.3333,0.2963,0.037,54,1,
277,F3_vs_competitor,claude,swebench,1,compliance,brief_vs_random_context,0.4762,0.3333,0.1429,21,1,
278,F3_vs_competitor,claude,swebench,2,compliance,brief_vs_random_context,0.2381,0.3333,-0.0952,21,0,
279,F3_vs_competitor,claude,swebench,3,compliance,brief_vs_random_context,0.25,0.3333,-0.0833,12,0,
280,F3_vs_competitor,claude,swebench,ALL,compliance,brief_vs_random_context,0.3333,0.3333,0.0,54,0,
281,F3_vs_competitor,claude,swebench,1,compliance,brief_vs_none,0.4762,0.2857,0.1905,21,1,
282,F3_vs_competitor,claude,swebench,2,compliance,brief_vs_none,0.2381,0.2381,0.0,21,0,
283,F3_vs_competitor,claude,swebench,3,compliance,brief_vs_none,0.25,0.0,0.25,12,1,
284,F3_vs_competitor,claude,swebench,ALL,compliance,brief_vs_none,0.3333,0.2037,0.1296,54,1,
285,F3_vs_competitor,gpt,synthetic,1,compliance,brief_vs_bm25,1.0,1.0,0.0,20,0,
286,F3_vs_competitor,gpt,synthetic,2,compliance,brief_vs_bm25,1.0,1.0,0.0,20,0,
287,F3_vs_competitor,gpt,synthetic,3,compliance,brief_vs_bm25,1.0,0.7,0.3,20,1,
288,F3_vs_competitor,gpt,synthetic,ALL,compliance,brief_vs_bm25,1.0,0.9,0.1,60,1,
289,F3_vs_competitor,gpt,synthetic,1,compliance,brief_vs_tfidf,1.0,1.0,0.0,20,0,
290,F3_vs_competitor,gpt,synthetic,2,compliance,brief_vs_tfidf,1.0,0.95,0.05,20,1,
291,F3_vs_competitor,gpt,synthetic,3,compliance,brief_vs_tfidf,1.0,0.7,0.3,20,1,
292,F3_vs_competitor,gpt,synthetic,ALL,compliance,brief_vs_tfidf,1.0,0.8833,0.1167,60,1,
293,F3_vs_competitor,gpt,synthetic,1,compliance,brief_vs_dense,1.0,0.95,0.05,20,1,
294,F3_vs_competitor,gpt,synthetic,2,compliance,brief_vs_dense,1.0,0.9,0.1,20,1,
295,F3_vs_competitor,gpt,synthetic,3,compliance,brief_vs_dense,1.0,0.6,0.4,20,1,
296,F3_vs_competitor,gpt,synthetic,ALL,compliance,brief_vs_dense,1.0,0.8167,0.1833,60,1,
297,F3_vs_competitor,gpt,synthetic,1,compliance,brief_vs_hybrid_rrf,1.0,1.0,0.0,20,0,
298,F3_vs_competitor,gpt,synthetic,2,compliance,brief_vs_hybrid_rrf,1.0,1.0,0.0,20,0,
299,F3_vs_competitor,gpt,synthetic,3,compliance,brief_vs_hybrid_rrf,1.0,0.6,0.4,20,1,
300,F3_vs_competitor,gpt,synthetic,ALL,compliance,brief_vs_hybrid_rrf,1.0,0.8667,0.1333,60,1,
301,F3_vs_competitor,gpt,synthetic,1,compliance,brief_vs_rerank_ce,1.0,1.0,0.0,20,0,
302,F3_vs_competitor,gpt,synthetic,2,compliance,brief_vs_rerank_ce,1.0,0.8,0.2,20,1,
303,F3_vs_competitor,gpt,synthetic,3,compliance,brief_vs_rerank_ce,1.0,0.3,0.7,20,1,
304,F3_vs_competitor,gpt,synthetic,ALL,compliance,brief_vs_rerank_ce,1.0,0.7,0.3,60,1,
305,F3_vs_competitor,gpt,synthetic,1,compliance,brief_vs_raptor,1.0,0.55,0.45,20,1,
306,F3_vs_competitor,gpt,synthetic,2,compliance,brief_vs_raptor,1.0,0.2,0.8,20,1,
307,F3_vs_competitor,gpt,synthetic,3,compliance,brief_vs_raptor,1.0,0.05,0.95,20,1,
308,F3_vs_competitor,gpt,synthetic,ALL,compliance,brief_vs_raptor,1.0,0.2667,0.7333,60,1,
309,F3_vs_competitor,gpt,synthetic,1,compliance,brief_vs_none,1.0,0.0,1.0,20,1,
310,F3_vs_competitor,gpt,synthetic,2,compliance,brief_vs_none,1.0,0.0,1.0,20,1,
311,F3_vs_competitor,gpt,synthetic,3,compliance,brief_vs_none,1.0,0.0,1.0,20,1,
312,F3_vs_competitor,gpt,synthetic,ALL,compliance,brief_vs_none,1.0,0.0,1.0,60,1,
313,F4_bayesian_superiority,claude,synthetic,3,P(brief>comp),brief_vs_bm25,1.0,0.5,0.5,40,1,posterior prob
314,F4_bayesian_superiority,claude,synthetic,3,P(brief>comp),brief_vs_tfidf,1.0,0.5,0.5,40,1,posterior prob
315,F4_bayesian_superiority,claude,synthetic,3,P(brief>comp),brief_vs_dense,1.0,0.5,0.5,40,1,posterior prob
316,F4_bayesian_superiority,claude,synthetic,3,P(brief>comp),brief_vs_hybrid_rrf,1.0,0.5,0.5,40,1,posterior prob
317,F4_bayesian_superiority,claude,synthetic,3,P(brief>comp),brief_vs_rerank_ce,1.0,0.5,0.5,40,1,posterior prob
318,F4_bayesian_superiority,claude,synthetic,3,P(brief>comp),brief_vs_raptor,1.0,0.5,0.5,40,1,posterior prob
319,F4_bayesian_superiority,claude,synthetic,3,P(brief>comp),brief_vs_none,1.0,0.5,0.5,40,1,posterior prob
320,F4_cliffs_delta,claude,synthetic,3,cliffs_delta,brief_vs_bm25,0.3,0.0,0.3,40,1,
321,F4_cohens_h,claude,synthetic,3,cohens_h,brief_vs_bm25,1.1593,0.0,1.1593,40,1,
322,F4_cliffs_delta,claude,synthetic,3,cliffs_delta,brief_vs_tfidf,0.3,0.0,0.3,40,1,
323,F4_cohens_h,claude,synthetic,3,cohens_h,brief_vs_tfidf,1.1593,0.0,1.1593,40,1,
324,F4_cliffs_delta,claude,synthetic,3,cliffs_delta,brief_vs_dense,0.325,0.0,0.325,40,1,
325,F4_cohens_h,claude,synthetic,3,cohens_h,brief_vs_dense,1.2132,0.0,1.2132,40,1,
326,F4_cliffs_delta,claude,synthetic,3,cliffs_delta,brief_vs_hybrid_rrf,0.4,0.0,0.4,40,1,
327,F4_cohens_h,claude,synthetic,3,cohens_h,brief_vs_hybrid_rrf,1.3694,0.0,1.3694,40,1,
328,F4_cliffs_delta,claude,synthetic,3,cliffs_delta,brief_vs_rerank_ce,0.625,0.0,0.625,40,1,
329,F4_cohens_h,claude,synthetic,3,cohens_h,brief_vs_rerank_ce,1.8235,0.0,1.8235,40,1,
330,F4_cliffs_delta,claude,synthetic,3,cliffs_delta,brief_vs_raptor,0.95,0.0,0.95,40,1,
331,F4_cohens_h,claude,synthetic,3,cohens_h,brief_vs_raptor,2.6906,0.0,2.6906,40,1,
332,F4_bca_ci,claude,synthetic,1,compliance_ci,brief_point+CI,0.975,0.875,0.1,40,1,"CI=[0.88,1.00]"
333,F4_bca_ci,claude,synthetic,2,compliance_ci,brief_point+CI,1.0,1.0,0.0,40,0,"CI=[1.00,1.00]"
334,F4_bca_ci,claude,synthetic,3,compliance_ci,brief_point+CI,1.0,1.0,0.0,40,0,"CI=[1.00,1.00]"
335,F4_bayesian_superiority,claude,dcbench,3,P(brief>comp),brief_vs_bm25,0.3436,0.5,-0.1564,14,0,posterior prob
336,F4_bayesian_superiority,claude,dcbench,3,P(brief>comp),brief_vs_tfidf,0.2158,0.5,-0.2842,14,0,posterior prob
337,F4_bayesian_superiority,claude,dcbench,3,P(brief>comp),brief_vs_dense,0.3436,0.5,-0.1564,14,0,posterior prob
338,F4_bayesian_superiority,claude,dcbench,3,P(brief>comp),brief_vs_hybrid_rrf,0.5004,0.5,0.0004,14,1,posterior prob
339,F4_bayesian_superiority,claude,dcbench,3,P(brief>comp),brief_vs_rerank_ce,0.3436,0.5,-0.1564,14,0,posterior prob
340,F4_bayesian_superiority,claude,dcbench,3,P(brief>comp),brief_vs_raptor,0.5004,0.5,0.0004,14,1,posterior prob
341,F4_bayesian_superiority,claude,dcbench,3,P(brief>comp),brief_vs_none,0.9906,0.5,0.4906,14,1,posterior prob
342,F4_cliffs_delta,claude,dcbench,3,cliffs_delta,brief_vs_bm25,-0.0408,0.0,-0.0408,14,0,
343,F4_cohens_h,claude,dcbench,3,cohens_h,brief_vs_bm25,-0.051,0.0,-0.051,14,0,
344,F4_cliffs_delta,claude,dcbench,3,cliffs_delta,brief_vs_tfidf,-0.1378,0.0,-0.1378,14,0,
345,F4_cohens_h,claude,dcbench,3,cohens_h,brief_vs_tfidf,-0.1992,0.0,-0.1992,14,0,
346,F4_cliffs_delta,claude,dcbench,3,cliffs_delta,brief_vs_dense,-0.0102,0.0,-0.0102,14,0,
347,F4_cohens_h,claude,dcbench,3,cohens_h,brief_vs_dense,-0.051,0.0,-0.051,14,0,
348,F4_cliffs_delta,claude,dcbench,3,cliffs_delta,brief_vs_hybrid_rrf,0.102,0.0,0.102,14,1,
349,F4_cohens_h,claude,dcbench,3,cohens_h,brief_vs_hybrid_rrf,0.0786,0.0,0.0786,14,1,
350,F4_cliffs_delta,claude,dcbench,3,cliffs_delta,brief_vs_rerank_ce,-0.0051,0.0,-0.0051,14,0,
351,F4_cohens_h,claude,dcbench,3,cohens_h,brief_vs_rerank_ce,-0.051,0.0,-0.051,14,0,
352,F4_cliffs_delta,claude,dcbench,3,cliffs_delta,brief_vs_raptor,0.0204,0.0,0.0204,14,1,
353,F4_cohens_h,claude,dcbench,3,cohens_h,brief_vs_raptor,0.0259,0.0,0.0259,14,1,
354,F4_bca_ci,claude,dcbench,1,compliance_ci,brief_point+CI,0.5,0.3214,0.1786,14,1,"CI=[0.32,0.67]"
355,F4_bca_ci,claude,dcbench,2,compliance_ci,brief_point+CI,0.2619,0.0833,0.1786,14,1,"CI=[0.08,0.49]"
356,F4_bca_ci,claude,dcbench,3,compliance_ci,brief_point+CI,0.3095,0.1429,0.1667,14,1,"CI=[0.14,0.52]"
357,F4_bayesian_superiority,claude,swebench,3,P(brief>comp),brief_vs_bm25,0.329,0.5,-0.171,12,0,posterior prob
358,F4_bayesian_superiority,claude,swebench,3,P(brief>comp),brief_vs_tfidf,0.1023,0.5,-0.3977,12,0,posterior prob
359,F4_bayesian_superiority,claude,swebench,3,P(brief>comp),brief_vs_dense,0.329,0.5,-0.171,12,0,posterior prob
360,F4_bayesian_superiority,claude,swebench,3,P(brief>comp),brief_vs_hybrid_rrf,0.4999,0.5,-0.0001,12,0,posterior prob
361,F4_bayesian_superiority,claude,swebench,3,P(brief>comp),brief_vs_rerank_ce,0.1023,0.5,-0.3977,12,0,posterior prob
362,F4_bayesian_superiority,claude,swebench,3,P(brief>comp),brief_vs_raptor,0.6901,0.5,0.1901,12,1,posterior prob
363,F4_bayesian_superiority,claude,swebench,3,P(brief>comp),brief_vs_none,0.9755,0.5,0.4755,12,1,posterior prob
364,F4_cliffs_delta,claude,swebench,3,cliffs_delta,brief_vs_bm25,-0.0833,0.0,-0.0833,12,0,
365,F4_cohens_h,claude,swebench,3,cohens_h,brief_vs_bm25,-0.1838,0.0,-0.1838,12,0,
366,F4_cliffs_delta,claude,swebench,3,cliffs_delta,brief_vs_tfidf,-0.25,0.0,-0.25,12,0,
367,F4_cohens_h,claude,swebench,3,cohens_h,brief_vs_tfidf,-0.5236,0.0,-0.5236,12,0,
368,F4_cliffs_delta,claude,swebench,3,cliffs_delta,brief_vs_dense,-0.0833,0.0,-0.0833,12,0,
369,F4_cohens_h,claude,swebench,3,cohens_h,brief_vs_dense,-0.1838,0.0,-0.1838,12,0,
370,F4_cliffs_delta,claude,swebench,3,cliffs_delta,brief_vs_hybrid_rrf,0.0,0.0,0.0,12,0,
371,F4_cohens_h,claude,swebench,3,cohens_h,brief_vs_hybrid_rrf,0.0,0.0,0.0,12,0,
372,F4_cliffs_delta,claude,swebench,3,cliffs_delta,brief_vs_rerank_ce,-0.25,0.0,-0.25,12,0,
373,F4_cohens_h,claude,swebench,3,cohens_h,brief_vs_rerank_ce,-0.5236,0.0,-0.5236,12,0,
374,F4_cliffs_delta,claude,swebench,3,cliffs_delta,brief_vs_raptor,0.0833,0.0,0.0833,12,1,
375,F4_cohens_h,claude,swebench,3,cohens_h,brief_vs_raptor,0.2061,0.0,0.2061,12,1,
376,F4_bca_ci,claude,swebench,1,compliance_ci,brief_point+CI,0.4762,0.2381,0.2381,21,1,"CI=[0.24,0.62]"
377,F4_bca_ci,claude,swebench,2,compliance_ci,brief_point+CI,0.2381,0.0476,0.1905,21,1,"CI=[0.05,0.38]"
378,F4_bca_ci,claude,swebench,3,compliance_ci,brief_point+CI,0.25,0.0,0.25,12,1,"CI=[0.00,0.50]"
379,F4_bayesian_superiority,gpt,synthetic,3,P(brief>comp),brief_vs_bm25,0.9983,0.5,0.4983,20,1,posterior prob
380,F4_bayesian_superiority,gpt,synthetic,3,P(brief>comp),brief_vs_tfidf,0.9983,0.5,0.4983,20,1,posterior prob
381,F4_bayesian_superiority,gpt,synthetic,3,P(brief>comp),brief_vs_dense,0.9997,0.5,0.4997,20,1,posterior prob
382,F4_bayesian_superiority,gpt,synthetic,3,P(brief>comp),brief_vs_hybrid_rrf,0.9997,0.5,0.4997,20,1,posterior prob
383,F4_bayesian_superiority,gpt,synthetic,3,P(brief>comp),brief_vs_rerank_ce,1.0,0.5,0.5,20,1,posterior prob
384,F4_bayesian_superiority,gpt,synthetic,3,P(brief>comp),brief_vs_raptor,1.0,0.5,0.5,20,1,posterior prob
385,F4_bayesian_superiority,gpt,synthetic,3,P(brief>comp),brief_vs_none,1.0,0.5,0.5,20,1,posterior prob
386,F4_cliffs_delta,gpt,synthetic,3,cliffs_delta,brief_vs_bm25,0.3,0.0,0.3,20,1,
387,F4_cohens_h,gpt,synthetic,3,cohens_h,brief_vs_bm25,1.1593,0.0,1.1593,20,1,
388,F4_cliffs_delta,gpt,synthetic,3,cliffs_delta,brief_vs_tfidf,0.3,0.0,0.3,20,1,
389,F4_cohens_h,gpt,synthetic,3,cohens_h,brief_vs_tfidf,1.1593,0.0,1.1593,20,1,
390,F4_cliffs_delta,gpt,synthetic,3,cliffs_delta,brief_vs_dense,0.4,0.0,0.4,20,1,
391,F4_cohens_h,gpt,synthetic,3,cohens_h,brief_vs_dense,1.3694,0.0,1.3694,20,1,
392,F4_cliffs_delta,gpt,synthetic,3,cliffs_delta,brief_vs_hybrid_rrf,0.4,0.0,0.4,20,1,
393,F4_cohens_h,gpt,synthetic,3,cohens_h,brief_vs_hybrid_rrf,1.3694,0.0,1.3694,20,1,
394,F4_cliffs_delta,gpt,synthetic,3,cliffs_delta,brief_vs_rerank_ce,0.7,0.0,0.7,20,1,
395,F4_cohens_h,gpt,synthetic,3,cohens_h,brief_vs_rerank_ce,1.9823,0.0,1.9823,20,1,
396,F4_cliffs_delta,gpt,synthetic,3,cliffs_delta,brief_vs_raptor,0.95,0.0,0.95,20,1,
397,F4_cohens_h,gpt,synthetic,3,cohens_h,brief_vs_raptor,2.6906,0.0,2.6906,20,1,
398,F4_bca_ci,gpt,synthetic,1,compliance_ci,brief_point+CI,1.0,1.0,0.0,20,0,"CI=[1.00,1.00]"
399,F4_bca_ci,gpt,synthetic,2,compliance_ci,brief_point+CI,1.0,1.0,0.0,20,0,"CI=[1.00,1.00]"
400,F4_bca_ci,gpt,synthetic,3,compliance_ci,brief_point+CI,1.0,1.0,0.0,20,0,"CI=[1.00,1.00]"
401,F5_return_on_tokens,claude,synthetic,ALL,rot,brief_graph_3hop_vs_none_rot,0.8451,0.0,0.8451,120,1,
402,F5_return_on_tokens,claude,synthetic,ALL,rot,bm25_vs_none_rot,0.7566,0.0,0.7566,120,1,
403,F5_return_on_tokens,claude,synthetic,ALL,rot,tfidf_vs_none_rot,0.7496,0.0,0.7496,120,1,
404,F5_return_on_tokens,claude,synthetic,ALL,rot,dense_vs_none_rot,0.6989,0.0,0.6989,120,1,
405,F5_return_on_tokens,claude,synthetic,ALL,rot,hybrid_rrf_vs_none_rot,0.7276,0.0,0.7276,120,1,
406,F5_return_on_tokens,claude,synthetic,ALL,rot,rerank_ce_vs_none_rot,0.5644,0.0,0.5644,120,1,
407,F5_return_on_tokens,claude,synthetic,ALL,rot,raptor_vs_none_rot,0.2137,0.0,0.2137,120,1,
408,F5_return_on_tokens,claude,synthetic,ALL,rot,none_vs_none_rot,0.0,0.0,0.0,120,0,
409,F5_return_on_tokens,claude,dcbench,ALL,rot,brief_graph_3hop_vs_none_rot,0.2709,0.151,0.1199,42,1,
410,F5_return_on_tokens,claude,dcbench,ALL,rot,bm25_vs_none_rot,0.2751,0.151,0.1241,42,1,
411,F5_return_on_tokens,claude,dcbench,ALL,rot,tfidf_vs_none_rot,0.3186,0.151,0.1676,42,1,
412,F5_return_on_tokens,claude,dcbench,ALL,rot,dense_vs_none_rot,0.26,0.151,0.109,42,1,
413,F5_return_on_tokens,claude,dcbench,ALL,rot,hybrid_rrf_vs_none_rot,0.2547,0.151,0.1037,42,1,
414,F5_return_on_tokens,claude,dcbench,ALL,rot,rerank_ce_vs_none_rot,0.292,0.151,0.141,42,1,
415,F5_return_on_tokens,claude,dcbench,ALL,rot,raptor_vs_none_rot,0.2428,0.151,0.0918,42,1,
416,F5_return_on_tokens,claude,dcbench,ALL,rot,none_vs_none_rot,0.151,0.151,0.0,42,0,
417,F5_return_on_tokens,claude,swebench,ALL,rot,brief_graph_3hop_vs_none_rot,0.2012,0.1362,0.0651,54,1,
418,F5_return_on_tokens,claude,swebench,ALL,rot,bm25_vs_none_rot,0.1904,0.1362,0.0543,54,1,
419,F5_return_on_tokens,claude,swebench,ALL,rot,tfidf_vs_none_rot,0.2152,0.1362,0.079,54,1,
420,F5_return_on_tokens,claude,swebench,ALL,rot,dense_vs_none_rot,0.2286,0.1362,0.0925,54,1,
421,F5_return_on_tokens,claude,swebench,ALL,rot,hybrid_rrf_vs_none_rot,0.2007,0.1362,0.0645,54,1,
422,F5_return_on_tokens,claude,swebench,ALL,rot,rerank_ce_vs_none_rot,0.1943,0.1362,0.0581,54,1,
423,F5_return_on_tokens,claude,swebench,ALL,rot,raptor_vs_none_rot,0.1839,0.1362,0.0477,54,1,
424,F5_return_on_tokens,claude,swebench,ALL,rot,none_vs_none_rot,0.1362,0.1362,0.0,54,0,
425,F5_return_on_tokens,gpt,synthetic,ALL,rot,brief_graph_3hop_vs_none_rot,0.8896,0.0,0.8896,60,1,
426,F5_return_on_tokens,gpt,synthetic,ALL,rot,bm25_vs_none_rot,0.7738,0.0,0.7738,60,1,
427,F5_return_on_tokens,gpt,synthetic,ALL,rot,tfidf_vs_none_rot,0.7594,0.0,0.7594,60,1,
428,F5_return_on_tokens,gpt,synthetic,ALL,rot,dense_vs_none_rot,0.7015,0.0,0.7015,60,1,
429,F5_return_on_tokens,gpt,synthetic,ALL,rot,hybrid_rrf_vs_none_rot,0.7446,0.0,0.7446,60,1,
430,F5_return_on_tokens,gpt,synthetic,ALL,rot,rerank_ce_vs_none_rot,0.6096,0.0,0.6096,60,1,
431,F5_return_on_tokens,gpt,synthetic,ALL,rot,raptor_vs_none_rot,0.2285,0.0,0.2285,60,1,
432,F5_return_on_tokens,gpt,synthetic,ALL,rot,none_vs_none_rot,0.0,0.0,0.0,60,0,
433,F6_ablation,claude,synthetic,3,compliance,stripped_brief_vs_random,1.0,0.0,1.0,40,1,structure vs equal-budget random
434,F6_ablation,claude,synthetic,3,compliance,stripped_brief_vs_floor,1.0,0.0,1.0,40,1,recovery above no-memory floor
435,F6_ablation,claude,dcbench,3,compliance,stripped_brief_vs_random,0.3095,0.1667,0.1429,14,1,structure vs equal-budget random
436,F6_ablation,claude,dcbench,3,compliance,stripped_brief_vs_floor,0.3095,0.0238,0.2857,14,1,recovery above no-memory floor
437,F6_ablation,claude,swebench,3,compliance,stripped_brief_vs_random,0.25,0.3333,-0.0833,12,0,structure vs equal-budget random
438,F6_ablation,claude,swebench,3,compliance,stripped_brief_vs_floor,0.25,0.0,0.25,12,1,recovery above no-memory floor
439,F6_ablation,gpt,synthetic,3,compliance,stripped_brief_vs_random,1.0,0.0,1.0,20,1,structure vs equal-budget random
440,F6_ablation,gpt,synthetic,3,compliance,stripped_brief_vs_floor,1.0,0.0,1.0,20,1,recovery above no-memory floor
